ApplicationName,ScreenTimeCollect,DateCollected
,10015,07/04/2023 19:43:30
,10015,07/04/2023 19:43:30
,10003,07/04/2023 19:44:08
,69943,07/04/2023 19:45:18
,10003,07/04/2023 19:51:00
,79933,07/04/2023 19:52:20
,10011,07/04/2023 20:05:03
,10019,07/04/2023 20:05:28
,10016,07/04/2023 20:08:11
